Timestamp,Message,Message Type,Response,Response Type,Response Group,Response Accuracy,Accuracy Diagnosis,Fixed or Improved,Negative Sentiment,Notes
2/12/19 2:32PM,"my friend attends NYU and is racist, sexist, and homophobic. does this accurately reflect the views of NYU?",Freeform,[No Response],Fallback,Fallback,None,No answer,TRUE,TRUE,
2/12/19 2:32PM,scholarship,Freeform,"Here's all the information you need to learn about NYU scholarship!
More Info",?Scholarship,Finances,Full,,FALSE,FALSE,
2/12/19 2:32PM,I need money,Freeform,Of course! How can I help?,Small Talk,Small Talk,None,Vague,TRUE,TRUE,
2/12/19 2:32PM,Give me money please,Freeform,I think I misunderstood. Would you like me to connect you with one of my humans? ✏️,Fallback,Fallback,None,No answer,TRUE,TRUE,
2/12/19 2:32PM,mental health help,Freeform,Of course! How can I help?,Small Talk,Small Talk,None,AI,TRUE,FALSE,
2/12/19 2:33PM,"please close school, the weather is awful",Freeform,"Here's the weather for Washington Square Park:
Light Snow 🌨  - Temp: 30° - Feels Like: 20° - Powered by Dark Sky",Weather,Weather,None,AI,FALSE,TRUE,
2/12/19 2:33PM,Upcoming events,Freeform,"For all of NYU's awesome events, check out their calendar:",?Events,Miscellaneous,Full,,FALSE,FALSE,
2/12/19 2:34PM,🌇 NYU & NYC,Button,Want to know where the best places to nap or where to get something to eat at 3AM? I've got you covered!,Explore NYU & NYC Welcome,Miscellaneous,Full,,FALSE,FALSE,
2/12/19 2:34PM,🏙 Explore the City,Button,"NYC is a remarkable place, and you could spend a lifetime getting to know it. These tips will help you get started!",Stuff to do City,NYC,Full,,FALSE,FALSE,
2/12/19 2:34PM,weather update,Freeform,"Here's the weather for Washington Square Park:
Light Snow 🌨  - Temp: 30° - Feels Like: 20° - Powered by Dark Sky",Weather,Weather,Full,,FALSE,FALSE,
2/12/19 2:35PM,Academic calendar,Freeform,For the academic calendar,?Academic Calendar,Academics,Full,,FALSE,FALSE,
2/12/19 2:35PM,why is school open,Freeform,"The hours for U-Hall Commons are:

Monday through Friday 
11AM to 11PM

Saturday and Sunday 
4 to 11PM",UHall Commons Hours,Dining,None,AI,FALSE,TRUE,
2/12/19 2:35PM,I’m poor,Freeform,"Oops I didn't get that. Wanna talk with a human? ✏️
",Fallback,Fallback,None,Vague,FALSE,TRUE,
2/12/19 2:35PM,Bus route E,Freeform,"Route E goes to and from points north of Washington Square including Gramercy, Palladium, Third North, & UHall.",Bus E,Public Safety,Full,,FALSE,FALSE,
2/12/19 2:35PM,📍Live Map,Button,For a live map of NYU buses,Live Map,Public Safety,Full,,FALSE,FALSE,
2/12/19 2:35PM,Printers in Bobst,Freeform,"Student Resource Center
60 Washington Sq S Ste 210 (Laguardia Place), New York, NY
Take me there!
Kimmel Computer Lab
60 Washington Square S
New York, NY 10012",Printer Locations,Campus,Full,,FALSE,FALSE,
2/12/19 2:35PM,Academic calendar,Freeform,"For the academic calendar
Click here!",?Academic Calendar,Academics,Full,,FALSE,FALSE,
2/12/19 2:36PM,🎓 Academics,Button,For questions about academics:,Academics Menu,Academics,Full,,FALSE,FALSE,
2/12/19 2:36PM,Event calendar,Freeform,"For all of NYU's awesome events, check out their calendar:",?Events,Miscellaneous,Full,,FALSE,FALSE,
2/12/19 2:36PM,Pubmed,Freeform,Yikes! I couldn't find that. Want me to connect you with one of my humans? ✏️,Fallback,Fallback,None,No content,FALSE,FALSE,
2/12/19 2:36PM,Academic calendar,Freeform,For the academic calendar,?Academic Calendar,Academics,Full,,FALSE,FALSE,
2/12/19 2:36PM,I’m lost in Bobst,Freeform,What campus would you like to see a map of?,Campus Map Home,Campus,None,AI,TRUE,TRUE,
2/12/19 2:36PM,🌉 Brooklyn,Button,[Brooklyn Campus Map],Map Brooklyn,Campus,Full,,FALSE,FALSE,
2/12/19 2:36PM,🇦🇪 Abu Dhabi,Button,[Abu Dhabi Campus Map],Map AD,Campus,Full,,FALSE,FALSE,
2/12/19 2:36PM,Shanghai,Freeform,"Which Shanghai section are you interested in?
For Study Away students
Get information about academics, housing, and facts about the city
This one!",Shanghai Redirect,Shanghai,Full,,FALSE,FALSE,
2/12/19 2:36PM,Printer locations,Freeform,"Student Resource Center
60 Washington Sq S Ste 210 (Laguardia Place), New York, NY
Take me there!
Kimmel Computer Lab
60 Washington Square S
New York, NY 10012",Printer Locations,Campus,Full,,FALSE,FALSE,
2/12/19 2:36PM,📓 Study Spaces,Button,Ready to hit the books? Sometimes finding a place to sit is harder than finding the motivation in the first place...,Study Spaces,Campus,Full,,FALSE,FALSE,
2/12/19 2:36PM,When is Spring recess,Freeform,"[graphic of billing due dates]
For a more detailed list of upcoming deadlines
Click here!",?Bursar Deadlines,Finances,None,AI,TRUE,FALSE,
2/12/19 2:37PM,📬 Contact,Button,"You can visit them at either StudentLink Center Location
📍Manhattan
📍Brooklyn
🕓 Hours
or reach them by email or phone
📨 Email
📞 Call",Finances Contact,Finances,Full,,FALSE,FALSE,
2/12/19 2:37PM,Silver building hours,Freeform,"The hours for Wagner (aka. Puck Building) are:

Monday through Thursday: 
8AM to 10PM

Friday: 
8AM to 8PM

Saturday: 
8:30AM to 6:30PM

Sunday: Closed",Wagner Hours,Campus,None,No content,FALSE,FALSE,
2/12/19 2:37PM,Hours for waverly,Freeform,"The address for the Waverly Building is:
424 Waverly Pl., 
New York, NY 10003",Waverly Building Address,Campus,None,No content,FALSE,FALSE,
2/12/19 2:38PM,💭 Feedback,Button,Thank you for taking the time to let me know how we're doing. I'm excited to hear your throughts! What do you want to give me feedback on?,Feedback Welcome,Feedback,Full,,FALSE,FALSE,
2/12/19 2:38PM,When does Dibner close?,Freeform,"The address for Dibner Building is:
5 MetroTech Center, 
Brooklyn, NY 11201
Here you can find:
- Dibner Library
- LC400 Event Space
- OGS
- Office of Student Affairs
- Office of Undergrad Affairs
- Pfizer Auditorium
- StudentLink Center",Dibner Building Address,Campus,None,AI,TRUE,FALSE,
2/12/19 2:38PM,Dibner Library,Button,"Hours
library.nyu.edu
More Info
Research Guides
guides.nyu.edu
More Info",Dibner,Libraries,Full,,FALSE,FALSE,
2/12/19 2:38PM,I’m lost on Brooklyn,Freeform,I think I misunderstood. Would you like me to connect you with one of my humans? ✏️,Fallback,Fallback,None,Vague,FALSE,TRUE,
2/12/19 2:38PM,I’m lost in Brooklyn,Freeform,Which Brooklyn Residence Hall would you like more information about?,Residence Halls Brooklyn,Housing,None,Vague,FALSE,TRUE,
2/12/19 2:38PM,I’m lost in Brooklyn campus,Freeform,What campus would you like to see a map of?,Campus Map Home,Campus,Partial,AI,TRUE,TRUE,
2/12/19 2:38PM,Waverly building hours,Freeform,"The address for the Waverly Building is:
424 Waverly Pl., 
New York, NY 10003",Waverly Building Address,Campus,None,No content,FALSE,FALSE,
2/12/19 2:38PM,Silverstein lounge hours,Freeform,"The hours for U-Hall Commons are:

Monday through Friday 
11AM to 11PM

Saturday and Sunday 
4 to 11PM",UHall Commons Hours,Dining,None,No content,FALSE,FALSE,
2/12/19 2:38PM,Downstein hours,Freeform,"The hours for Weinstein Passport Dining are: 

Monday through Friday 
7AM to 3PM
4 to 9PM

Saturday and Sunday
8AM to 3PM
4 to 9PM",Downstein Hours,Dining,Full,,FALSE,FALSE,
2/12/19 2:38PM,Starbucks hours,Freeform,"The addres for the campus Starbucks is:
45 West 4th St.,
 New York, NY 10012",Starbucks Address,Dining,None,No content,FALSE,FALSE,
2/12/19 2:39PM,📍Campus Life,Button,For questions about campus life:,Campus Menu,Campus,Full,,FALSE,FALSE,
2/12/19 2:39PM,🎓 Academics,Button,For questions about academics:,Academics Menu,Academics,Full,,FALSE,FALSE,
2/12/19 2:39PM,❄️ Winter in NYC,Button,"Whether you want to explore a new interest or get ahead in your studies, January Term offers over 100 classes to take over three weeks in January.
What would you like to know about?",January Term Welcome,Special Sessions,Full,,FALSE,FALSE,
2/12/19 2:39PM,📍Campus Life,Button,For questions about campus life:,Campus Menu,Campus,Full,,FALSE,FALSE,
2/12/19 2:39PM,🚌 Bus Routes,Button,What bus route are you taking today?,Bus Welcome,Public Safety,Full,,FALSE,FALSE,
2/12/19 2:39PM,🌇 NYU & NYC,Button,Want to know where the best places to nap or where to get something to eat at 3AM? I've got you covered!,Explore NYU & NYC Welcome,Miscellaneous,Full,,FALSE,FALSE,
2/12/19 2:40PM,Why do you charge so much money?,Freeform,I think I misunderstood. Would you like me to connect you with one of my humans? ✏️,Fallback,Fallback,None,AI,TRUE,TRUE,
2/12/19 2:40PM,🏥 Health Center,Button,"You can always reach the Student Health Center by using the wellness exchange hotline which is 212.443.9999
📞 Call now!
What question can I help you answer about the Student Health Center?",SHC Welcome,Student Health Center,Full,,FALSE,FALSE,
2/12/19 2:40PM,📍Live Map,Button,"For a live map of NYU buses
Click Here!",Live Map,Public Safety,Full,,FALSE,FALSE,
2/12/19 2:40PM,Bus,Freeform,[No Response],Fallback,Fallback,None,AI,FALSE,TRUE,"Delayed response, didn't get sent until next message"
2/12/19 2:40PM,💜 NYU Traditions,Button,These events will make any NYU experience truly one to remember!,NYU Traditions Welcome,NYU Traditions,Full,,FALSE,FALSE,
2/12/19 2:40PM,Show more,Button,More events!,NYU Traditions Welcome,NYU Traditions,Full,,FALSE,FALSE,
2/12/19 2:40PM,🍓 Strawberry Fest,Button,"When: Every May
What: Join NYU's community for a day of wellness, community, and of course, strawberries! This street fair includes carnival games, give-a-ways, interactive booths, live music, and NYC's longest strawberry shortcake.",Strawberry Fest,NYU Traditions,Full,,FALSE,FALSE,"Delayed response; user replied ""Are you leaving me on seen?"" between messages"
2/12/19 2:40PM,📍Campus Life,Button,For questions about campus life:,Campus Menu,Campus,Full,,FALSE,FALSE,
2/12/19 2:40PM,🏥 Health Center,Button,"You can always reach the Student Health Center by using the wellness exchange hotline which is 212.443.9999
📞 Call now!
What question can I help you answer about the Student Health Center?",SHC Welcome,Student Health Center,Full,,FALSE,FALSE,
2/12/19 2:41PM,Bus A,Freeform,"What bus route are you taking today?
",Bus Welcome,Public Safety,Partial,AI,FALSE,TRUE,"Delayed response, both block got sent at same time"
2/12/19 2:41PM,Services Offered,Button,"Here are some of the programs offered by the NYU Student Health Center
Allergy and Immunology
Services for evaluation, information, testing, and treatment of allergies.
www.nyu.edu
More Info",SHC Services Home,Student Health Center,Full,,FALSE,FALSE,
2/12/19 2:42PM,🚊 Subway Guide,Button,"The Basics
Each MetroCard costs $1
Each Ride costs $2.75
Monthly Unlimited costs $121
Subway Map
new2.mta.info
Click here!",Subway Guide,NYC,Full,,FALSE,FALSE,
2/12/19 2:42PM,nyu map,Freeform,What campus would you like to see a map of?,Campus Map Home,Campus,Full,,FALSE,FALSE,
2/12/19 2:42PM,wsp,Freeform,"There are many ways to get to NYU:
By Plane
Fly into LaGuardia, Kennedy, or Newark Airport and take public transit to NYU
By Train
Take Metro North into Grand Central , LIRR & Amtrak into Penn, or the NJ PATH",?Getting to NYU,Campus,Partial,No context,FALSE,FALSE,
2/12/19 2:42PM,Make an Appointment,Button,"To set up an appointment, you can call them during business hours:
For Physical Health
For Mental Health
After hours info
You can also make online appointments for services pertaining to Primary Care, Women's Health, and HIV Rapid Test
Click here!
For students who are experiencing an urgent need and cannot wait for an appointment, walk-in opportunities are offered.",SHC Appointment,Student Health Center,Full,,FALSE,FALSE,
2/12/19 2:43PM,🎓 Academics,Button,For questions about academics:,Academics Menu,Academics,Full,,FALSE,FALSE,
2/12/19 2:43PM,☀️ Summer in NYC,Button,"Learn, explore, and experience all NYU and NYC have to offer with one of NYU's unique Summer Programs!",Summer Welcome,Special Sessions,Full,,FALSE,FALSE,
2/12/19 2:43PM,When is my lecture today?,Freeform,"For the academic calendar
Click here!",?Academic Calendar,Academics,None,No content,FALSE,FALSE,
2/12/19 2:43PM,Route A,Freeform,Route A offers transportation between Washington Square and Tandon in Brooklyn.,Bus A,Public Safety,Full,,FALSE,FALSE,
2/12/19 2:43PM,Weather bad - is there a shuttle from Puck to library?,Freeform,Here's the weather for Washington Square Park:,Weather,Weather,Partial,No answer,FALSE,TRUE,Too specific and double-barrel
2/12/19 2:44PM,💭 Feedback,Button,Thank you for taking the time to let me know how we're doing. I'm excited to hear your throughts! What do you want to give me feedback on?,Feedback Welcome,Feedback,Full,,FALSE,FALSE,
2/12/19 2:44PM,what's the weather gonna be like?,Freeform,"Here's the weather for Washington Square Park:
Light Snow 🌨  - Temp: 30° - Feels Like: 21° - Powered by Dark Sky",Weather,Weather,Full,,FALSE,FALSE,
2/12/19 2:44PM,what's the snowfall so far?,Freeform,Oops I didn't get that. Wanna talk with a human? ✏️,Fallback,Fallback,None,No answer,FALSE,FALSE,
2/12/19 2:44PM,is there a shuttle from Puck to library?,Freeform,Yikes! I couldn't find that. Want me to connect you with one of my humans? ✏️,Fallback,Fallback,None,No answer,FALSE,FALSE,Too specific
2/12/19 2:44PM,Yes,Freeform,I will now connect you with one of my humans!,Live Chat,Human,Full,,FALSE,FALSE,
2/12/19 2:45PM,Library,Freeform,"From the time of its founding in 1831 until 1973, New York University housed its library collections in various campus locations. Of course none of them is known better to us today than Bobst!",Bobst Welcome,Libraries,Partial,AI,TRUE,FALSE,
2/12/19 2:45PM,Floor Plan,Button,"Lower Level I
Leisure Books
Floor 3
Fales & Special Collections
Journals & Newspapers, Current Issues",Bobst Floor Plan,Libraries,Full,,FALSE,FALSE,
2/12/19 2:45PM,Can I get more financial aid?,Freeform,"There are four main ways to receive more aid: 
1. Review your FAFSA
2. Changes in the number of credits, housing status, or grades
3. Budget Increase Appeal
4. Returning Undergraduate Scholarship Appeal request
To get more information, contact the StudentLink Center",?More Financial Aid,Finances,Full,,FALSE,FALSE,
2/12/19 2:45PM,Bus A,Freeform,Route A offers transportation between Washington Square and Tandon in Brooklyn.,Bus A,Public Safety,Full,,FALSE,FALSE,
2/12/19 2:45PM,📍Live Map,Button,"For a live map of NYU buses
Click Here!",Live Map,Public Safety,Full,,FALSE,FALSE,
2/12/19 2:45PM,Where is the stern building,Freeform,"The address for the Stern School of Business, Undergraduate College is:",Stern School of Business Undergraduate College Address,Campus,Full,,FALSE,FALSE,
